ClusterID: #452C6D
1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,1,0,1.0,4,0.15,821
0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2,0,1,1.0,4,0.15,7783
2,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,0,0,0.7796610169491526,1,0.15,18106
1,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,0,0,0.8157894736842105,1,0.15,17297
0,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,0,1,0.7464968152866241,2,0.15,17906
0,#,#,#,#,#,#,#,0,#,0,#,#,#,#,#,#,#,#,0,1,0.7599243856332704,1,0.2,15457
0,#,#,#,#,#,#,#,0,#,0,#,#,#,#,#,#,#,0,0,1,0.5232558139534884,1,0.25,19088
2,#,#,#,#,0,#,#,0,#,#,#,#,#,#,#,#,0,1,1,1,0.9668366687351329,1,0.3,19927
2,#,#,#,#,#,0,#,1,#,#,#,#,#,#,#,#,#,2,1,1,1.0,1,0.25,19871
0,#,#,#,#,#,#,#,2,#,#,#,#,#,#,#,#,#,0,0,1,1.0,1,0.2,19974
2,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,0,0,0,1.0,2,0.2,12434
1,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,0,1,0,1.0,4,0.2,17316
#,#,#,1,#,#,#,#,#,#,#,#,#,#,0,#,#,#,#,0,1,0.8085106382978723,2,0.15,19365
#,#,#,0,#,#,2,#,#,#,#,#,#,#,1,#,#,#,#,1,1,1.0,1,0.2,19666
#,#,#,0,#,#,2,#,#,#,#,#,#,1,0,#,#,#,#,1,1,1.0,1,0.25,19995
#,0,#,2,#,#,1,#,#,#,#,#,#,1,#,#,#,#,#,0,1,0.9285714285714286,3,0.25,18066
#,#,#,0,#,#,0,#,#,#,#,#,#,0,#,#,#,#,#,2,1,0.5384615384615384,1,0.2,17319
#,#,#,0,#,#,2,#,#,#,#,#,#,1,#,#,#,#,#,0,1,1.0,1,0.2,19851
#,#,#,0,#,#,2,#,#,#,#,#,#,#,#,#,#,#,#,1,1,0.847457627118644,2,0.15,17436
0,#,#,1,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,0,1,0.86,2,0.2,17596
0,#,#,1,0,#,#,#,#,#,#,#,#,#,#,#,1,#,#,0,1,0.8571428571428571,1,0.25,19640
0,#,#,0,#,#,#,#,#,#,#,#,#,#,#,1,#,#,#,0,1,0.7168141592920354,1,0.2,18433
1,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,0,0.8131868131868132,1,0.15,19120
0,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,1,0.7929292929292929,1,0.15,15996
0,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,1,0.7193877551020408,1,0.15,18355
#,#,0,0,#,#,#,#,#,#,1,#,#,0,#,#,#,#,#,1,1,0.7196969696969697,1,0.25,14167
#,#,0,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,1,0.7429577464788732,1,0.15,17575
#,#,1,0,#,#,#,#,1,#,#,#,#,#,#,#,#,#,#,0,0,0.9259259259259259,1,0.2,19625
#,0,#,1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,1,0.782051282051282,2,0.15,18989
#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,1,0.7389473684210527,2,0.1,16932
#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,1,0.7260677466863034,1,0.1,18330
#,#,0,0,#,#,#,#,#,0,#,#,#,#,#,#,#,1,#,0,1,0.7878787878787878,1,0.25,19330
#,#,#,0,#,#,#,#,#,1,#,#,#,#,#,#,#,#,#,0,1,1.0,1,0.15,19995
#,#,#,#,#,#,#,#,#,#,0,#,#,1,#,#,#,#,1,0,0,0.4307692307692308,1,0.2,14493
#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,#,#,#,0,1,0,1.0,8,0.15,4283
#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,#,#,#,0,0,0,1.0,5,0.15,8586
#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,#,1,#,0,1,0,1.0,1,0.2,16626
#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,#,1,#,#,0,0,0.86,1,0.15,19235
#,#,#,#,#,0,#,#,#,#,#,#,#,1,#,#,#,#,#,1,1,0.65,1,0.15,19749
#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,#,#,#,#,0,0,0.817522658610272,2,0.1,13024
#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,1,1,0.7404129793510325,1,0.1,18149
#,#,#,#,#,#,#,#,0,#,#,#,#,1,#,#,1,#,#,1,1,0.6666666666666666,1,0.2,18649
#,#,#,#,#,#,#,#,1,#,#,#,#,0,#,#,#,#,#,1,0,1.0,1,0.15,19951
#,#,#,#,#,#,#,#,0,#,#,#,#,0,#,#,#,#,#,1,1,0.7566909975669099,1,0.15,7550
#,#,#,#,#,#,#,#,0,#,#,#,#,1,#,#,#,#,#,1,1,0.7540322580645161,1,0.15,14255
0,#,#,#,#,#,#,#,0,#,#,#,#,0,#,#,#,#,#,#,1,0.5072379849449913,1,0.15,16058
#,#,#,#,#,#,#,#,1,#,#,#,#,1,#,#,#,#,#,#,1,0.5189873417721519,1,0.1,18880
#,#,1,#,#,#,#,#,#,#,#,#,#,0,#,#,#,#,0,0,0,1.0,1,0.2,18686
#,#,1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,1,0,1.0,1,0.15,19959
#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,0,0,0.4531059683313033,1,0.15,15884
#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2,0,1,1.0,4,0.15,13095
#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,0,0,1.0,2,0.15,8356
#,#,1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,1,0,1.0,3,0.15,1379
#,#,1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,0,0,1.0,3,0.15,7585
#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,1,0.7971014492753623,2,0.1,19823
#,#,1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,0,0.6521739130434783,1,0.1,19796
#,#,1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,0,0.8213716108452951,1,0.1,15264
#,#,2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,0,0.7675,2,0.1,8506
#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,1,0.750599520383693,1,0.1,10615
#,#,1,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,0,0,0.8181818181818182,1,0.15,15604
#,#,1,#,#,#,#,#,#,1,#,#,#,#,#,#,#,#,0,1,0,1.0,1,0.2,19448
2,0,0,1,#,#,1,#,0,#,#,#,#,#,#,#,#,#,#,#,1,0.75,1,0.3,19469
#,#,0,#,#,#,#,#,1,#,#,#,0,#,#,#,#,#,#,#,1,0.514018691588785,1,0.15,17290
#,#,0,1,#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,1,0.5430183356840621,1,0.15,13991
#,#,1,0,#,#,#,#,0,#,#,#,0,#,0,#,#,#,#,#,1,0.5143487858719646,1,0.25,16725
#,#,0,#,#,#,#,#,0,#,#,#,#,#,#,1,#,#,#,0,1,0.7890625,2,0.2,9827
#,#,0,#,#,#,#,#,1,#,#,#,#,#,#,#,#,#,0,0,0,1.0,1,0.2,17719
#,#,0,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,1,1,0.8079268292682927,3,0.15,16598
#,#,0,#,#,#,#,#,1,#,#,#,#,#,#,#,#,#,#,1,1,0.5217391304347826,1,0.15,19486
#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,1,1,0.696969696969697,1,0.1,19749
#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,#,#,#,#,0,0,0.776595744680851,1,0.1,19671
#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,0,1,0.7456430288461539,9,0.1,4741
#,#,#,#,#,#,#,#,2,#,#,#,#,#,#,#,#,#,#,0,0,0.7985347985347986,1,0.1,5330
#,#,#,#,#,#,0,#,0,#,#,#,#,#,#,#,1,#,#,1,1,0.7318435754189944,1,0.2,18261
#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,1,#,#,1,1,0.684931506849315,1,0.15,18933
Rule Specificity Sums
M1P0,M0P0,N6,N0,N8,N14,N2,N4,N11,N16,N3,N1,N13,N10,N5,N17,N7,N9,N12,N15
272.0,120.0,75.0,69.0,60.0,59.0,53.0,42.0,38.0,37.0,36.0,33.0,32.0,29.0,26.0,25.0,15.0,14.0,13.0,11.0
Rule Accuracy Weighted Specificity Sums
M1P0,M0P0,N6,N0,N14,N8,N2,N4,N11,N16,N3,N1,N13,N10,N17,N5,N7,N12,N9,N15
227.88148439338934,103.936444295825,59.79968497300087,58.272885942476826,50.321118359343586,48.37853843207704,43.23033286046834,35.39194799396469,32.286028137261184,28.84326692400506,27.750120221374807,25.124293921332693,25.08561877895376,24.072597941378653,21.59539853701225,20.881090049857594,11.838486323368157,11.201105007579065,10.838827831801986,8.931955387299212
Avg Accuracy,Avg Init Timestamp,Avg Specificity
0.8577544788782931,13525.549909255898,0.1517241379310347

ClusterID: #00AFC6
N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class,Accuracy,Numerosity,Specificity,Init Timestamp
#,#,#,#,#,#,#,#,2,#,0,#,#,#,#,#,#,#,0,#,1,0.9541284403669725,1,0.15,17505
#,#,1,#,#,#,#,#,0,#,1,#,#,#,#,#,1,#,0,#,0,1.0,1,0.25,18124
#,#,#,#,#,#,#,#,1,#,0,#,#,#,#,#,1,#,1,#,0,1.0,1,0.2,18869
#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,#,0,#,#,#,0,0.5035322777101097,1,0.1,9374
#,#,1,#,#,#,#,#,0,#,#,#,#,#,#,#,1,#,0,#,0,1.0,1,0.2,19701
#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,1,#,2,#,0,0.597752808988764,1,0.15,8106
#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,#,0,#,1,#,0,0.875,1,0.15,19701
2,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,0,1,#,1,0.9682835820895522,1,0.2,11558
2,#,#,#,#,#,#,#,1,#,#,#,#,#,0,#,#,1,1,#,1,1.0,1,0.25,19264
2,#,#,#,#,0,#,#,0,#,#,#,#,#,#,#,#,#,0,#,1,0.9666666666666667,1,0.2,16545
0,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,0,#,0,0.7215189873417721,2,0.15,19727
2,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,0,#,1,1.0,1,0.15,19927
#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,#,#,#,#,#,0,0.5181546347714652,1,0.05,9260
#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,1,0.5076923076923077,1,0.05,19388
#,#,#,#,#,0,#,#,2,#,#,#,#,#,#,#,#,#,0,#,0,0.8217821782178217,2,0.15,12462
#,#,#,#,#,2,#,#,0,#,#,#,#,#,#,#,#,#,0,#,1,0.966542750929368,1,0.15,17357
#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,1,#,1,0.5217391304347826,1,0.1,19832
#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,#,#,#,1,#,0,0.6708860759493671,1,0.1,16921
#,#,#,#,#,#,#,#,2,#,#,#,#,#,#,#,#,#,0,#,1,0.955,1,0.1,15319
#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,#,#,#,0,#,0,0.6212534059945504,3,0.1,8317
#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,0,#,0,0.6916445623342176,6,0.1,11611
Rule Specificity Sums
N8,M0P0,N16,N0,N10,N5,N17,N2,N14,M1P0,N15,N13,N12,N11,N9,N7,N6,N4,N3,N1
21.0,18.0,6.0,5.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rule Accuracy Weighted Specificity Sums
N8,M0P0,N16,N0,N10,N5,N2,N17,N14,M1P0,N15,N13,N12,N11,N9,N7,N6,N4,N3,N1
16.861577809487716,15.332198589313837,4.976285086698874,4.6564692360979905,2.9541284403669725,2.7549915958138564,2.0,1.9682835820895521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avg Accuracy,Avg Init Timestamp,Avg Specificity
0.7701869532902499,14524.866666666667,0.13499999999999995

ClusterID: #A49F97
N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class,Accuracy,Numerosity,Specificity,Init Timestamp
#,#,#,0,#,#,#,#,0,#,#,#,2,#,0,#,#,#,2,0,1,1.0,1,0.3,14942
#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2,0,1,1.0,2,0.15,6578
#,#,#,0,#,#,#,#,0,#,#,#,#,#,#,#,#,#,1,1,1,0.7101449275362319,1,0.2,17431
#,0,#,0,#,#,#,#,1,#,#,#,#,#,#,#,#,#,1,1,1,0.8346456692913385,1,0.25,11363
#,0,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,2,1,1,0.7666666666666667,2,0.2,16323
#,0,#,0,#,#,1,#,2,#,1,#,#,#,#,#,#,#,0,1,1,0.8461538461538461,1,0.35,18791
#,0,#,0,#,#,1,#,2,#,#,#,#,#,#,#,#,#,1,0,1,0.8571428571428571,2,0.3,15407
#,0,#,2,#,#,0,#,2,#,#,#,#,#,#,#,#,0,0,1,1,1.0,1,0.35,16352
2,#,#,#,#,#,0,#,1,2,#,#,#,#,#,#,#,#,0,#,1,1.0,1,0.25,12705
2,#,#,#,#,#,1,#,2,0,#,#,#,#,#,#,#,#,0,1,1,1.0,1,0.3,19947
#,#,#,#,#,#,2,#,0,0,#,#,#,#,#,#,#,#,0,2,0,1.0,1,0.25,16411
#,#,#,#,#,#,1,#,1,0,#,#,#,#,#,#,#,#,1,#,0,0.7578431372549019,1,0.2,19855
#,0,#,#,#,#,#,#,0,1,#,#,#,#,1,#,#,#,0,1,1,0.7777777777777778,1,0.3,19407
#,#,#,#,#,#,#,#,2,0,#,#,#,#,#,#,#,#,0,#,1,0.9459459459459459,1,0.15,18990
#,#,#,#,#,#,#,#,0,0,#,#,#,#,#,#,#,#,0,0,1,0.5714285714285714,1,0.2,16856
#,#,#,#,#,#,#,#,2,1,#,#,#,#,#,#,#,#,0,0,0,1.0,1,0.2,17411
#,#,#,#,#,#,#,#,2,#,#,#,0,#,#,#,#,#,0,#,1,0.9612403100775194,1,0.15,19345
#,#,#,#,#,#,#,#,0,#,#,#,0,#,#,#,#,#,0,0,0,0.4396984924623116,1,0.2,17623
#,#,#,#,#,#,#,#,2,0,#,#,0,#,#,#,#,#,0,2,1,1.0,2,0.25,19045
#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,0,1,1,0.8518518518518519,1,0.15,19692
#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,2,2,1,0.9473684210526315,1,0.15,17772
#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,0,0,1,0.5668934240362812,1,0.15,17655
#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,2,0,1,1.0,3,0.15,15602
#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,#,#,#,0,0,0,1.0,7,0.15,11859
#,#,#,#,#,#,#,#,2,#,#,#,#,#,#,#,#,#,0,0,0,1.0,9,0.15,11492
#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,#,#,#,1,0,0,1.0,5,0.15,8115
#,#,#,#,#,#,#,#,2,#,#,#,#,#,#,#,#,#,1,0,0,1.0,2,0.15,10584
#,#,#,#,#,#,#,#,0,#,#,2,#,#,#,#,#,#,0,1,1,0.8095238095238095,2,0.2,18958
#,#,#,#,#,#,#,#,2,#,#,0,#,#,#,#,#,#,0,1,0,1.0,2,0.2,8292
#,#,#,#,#,#,#,#,1,#,#,0,#,#,#,#,#,#,1,0,0,1.0,2,0.2,11219
#,#,#,#,#,#,#,#,2,0,#,0,#,#,#,#,#,#,0,1,1,0.875,1,0.25,19150
#,#,#,#,#,#,#,#,2,1,#,0,#,#,#,#,#,#,0,1,0,1.0,1,0.25,16240
#,#,#,#,#,#,#,#,0,2,#,0,#,#,#,#,#,#,1,0,1,0.8421052631578947,1,0.25,18958
Rule Specificity Sums
M0P0,N8,M1P0,N9,N6,N3,N11,N1,N12,N14,N0,N17,N10,N16,N15,N13,N7,N5,N4,N2
33.0,32.0,29.0,12.0,7.0,7.0,6.0,6.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rule Accuracy Weighted Specificity Sums
M0P0,N8,M1P0,N9,N6,N3,N11,N1,N12,N0,N14,N17,N10,N16,N15,N13,N7,N5,N4,N2
29.361430971360434,28.361430971360434,25.69640157808207,10.770100695565091,6.461139840551605,6.248087300124273,5.526629072681704,5.082386817032487,3.400938802539831,2.0,1.7777777777777777,1.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avg Accuracy,Avg Init Timestamp,Avg Specificity
0.9310617099130127,13992.295081967213,0.1926229508196722

ClusterID: #4B360A
N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class,Accuracy,Numerosity,Specificity,Init Timestamp
0,#,#,#,2,0,#,#,#,1,#,#,#,#,#,0,0,0,#,#,0,0.8837209302325582,1,0.35,18981
2,#,#,#,#,0,#,#,#,0,#,#,0,#,#,#,#,0,0,#,1,1.0,1,0.3,19813
2,#,#,#,0,0,#,#,#,0,#,#,0,#,#,#,#,0,0,#,1,1.0,1,0.35,19039
2,#,#,#,0,0,#,#,#,0,#,#,#,#,#,#,#,0,0,#,1,1.0,1,0.3,19958
2,#,#,#,#,#,#,#,0,0,#,#,#,#,#,#,#,0,0,#,1,0.9405940594059405,1,0.25,17692
2,#,#,#,#,#,#,#,0,1,#,#,#,#,#,#,#,#,0,#,1,0.75,1,0.2,19871
0,#,#,#,2,#,#,#,0,0,#,#,0,#,#,#,#,#,0,#,1,0.972972972972973,1,0.3,19673
0,#,#,#,2,#,#,#,0,0,#,#,#,#,#,#,#,0,0,#,1,0.9705882352941176,1,0.3,19333
0,#,#,#,2,#,#,#,0,0,#,#,#,#,#,#,#,#,0,#,1,0.9767441860465116,1,0.25,19633
#,#,#,#,2,#,#,#,#,0,#,#,#,#,#,#,#,0,0,#,1,0.9835390946502057,2,0.2,16733
2,#,#,#,0,#,#,#,#,0,#,#,#,#,#,#,#,0,0,#,1,0.9896907216494846,2,0.25,18605
1,#,#,#,1,#,#,#,#,0,#,#,#,#,#,#,0,#,0,#,0,0.7627118644067796,1,0.25,16379
2,#,#,#,0,#,#,#,#,0,#,#,#,#,#,#,#,#,1,#,1,1.0,2,0.2,19322
2,#,#,#,#,#,0,#,#,#,#,#,#,#,2,#,#,#,0,#,1,0.9714285714285714,1,0.2,18426
2,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,#,0,1,#,1,0.967741935483871,1,0.2,18893
1,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,#,#,1,#,1,0.3157894736842105,1,0.15,18739
0,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,#,1,#,0,0.6909262759924386,1,0.15,13320
0,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,#,0,#,0,0.7370030581039755,1,0.15,18611
2,#,#,#,1,0,#,#,0,0,#,#,#,#,0,#,#,#,1,#,1,1.0,1,0.35,19793
2,#,#,#,1,#,#,#,#,#,#,#,#,#,0,#,#,#,0,#,1,0.9859154929577465,1,0.2,18690
2,#,#,#,0,#,#,#,#,0,#,#,#,#,0,#,#,#,1,#,1,1.0,1,0.25,19789
2,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,2,#,1,0.9444444444444444,1,0.15,19606
2,#,#,#,#,#,0,#,#,#,#,#,0,#,#,#,#,#,1,#,1,1.0,1,0.2,19958
2,#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,1,#,1,0.9302325581395349,1,0.15,13792
2,#,#,#,#,#,2,#,#,0,#,#,#,#,#,#,#,#,0,#,1,0.9444444444444444,1,0.2,19558
2,#,#,#,#,#,0,#,#,1,#,#,#,#,#,#,#,#,2,#,1,1.0,1,0.2,18449
2,#,#,#,#,#,1,#,#,2,#,#,#,#,#,#,#,#,0,#,1,1.0,1,0.2,18802
2,1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,2,#,1,1.0,1,0.2,19438
2,0,#,#,0,#,#,#,#,#,#,#,0,#,#,#,#,1,0,#,1,0.9836065573770492,1,0.3,13533
2,0,#,#,#,#,#,#,#,#,#,#,0,#,#,#,#,1,0,#,1,0.9425287356321839,1,0.25,18605
0,#,#,#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,0,#,0,0.7195845697329377,3,0.15,14547
2,#,#,#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,0,#,1,0.9559228650137741,2,0.15,16733
1,#,#,#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,0,0,0,0.3157894736842105,1,0.2,12756
2,#,#,#,#,#,#,#,#,#,#,#,1,#,#,#,#,#,2,0,1,1.0,1,0.2,14315
2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,1,0.5,1,0.1,19947
0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.7333333333333333,1,0.1,19192
1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.6332327802916038,2,0.1,1000
2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,1,0.9570361145703612,6,0.1,13406
0,#,#,#,#,#,#,#,#,#,0,#,0,#,#,#,#,#,0,#,0,0.7131782945736435,1,0.2,14933
0,#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,0,#,0,0.6921887084300077,1,0.15,14999
Rule Specificity Sums
M0P0,N0,N9,N4,N17,N12,N14,N8,N6,N5,N1,M1P0,N16,N10,N15,N13,N11,N7,N3,N2
39.0,39.0,19.0,14.0,12.0,11.0,8.0,6.0,6.0,5.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Rule Accuracy Weighted Specificity Sums
M0P0,N0,N9,N4,N17,N12,N14,N6,N8,N5,N1,N16,N10,M1P0,N15,N13,N11,N7,N3,N2
33.981168821744355,33.881350657326706,18.10523906724255,13.509490055587426,11.66201026972541,9.603583468986772,6.6688048076508135,5.86031746031746,5.610899453719543,4.883720930232558,2.9261352930092333,1.6464327946393378,1.4053670030036511,1.3157894736842106,0.8837209302325582,0.0,0.0,0.0,0.0,0.0
Avg Accuracy,Avg Init Timestamp,Avg Specificity
0.877915863959609,16603.44230769231,0.19519230769230766

ClusterID: #45D7C2
N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class,Accuracy,Numerosity,Specificity,Init Timestamp
#,0,2,#,#,#,#,0,0,#,#,#,#,#,#,#,#,#,#,#,1,0.5153846153846153,1,0.2,16834
#,1,#,#,#,#,#,0,0,#,#,#,#,#,#,#,#,#,0,#,0,0.6068376068376068,1,0.2,16850
#,1,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,0,#,0,0.5769230769230769,1,0.15,17188
#,0,#,0,#,#,#,#,1,#,1,#,1,#,#,#,#,#,0,#,1,0.4307692307692308,1,0.3,15831
#,0,#,#,#,#,#,#,2,#,#,#,#,#,#,#,#,#,#,#,1,0.5172413793103449,1,0.1,18475
#,1,#,#,#,#,#,#,1,#,#,#,#,#,#,#,#,#,0,#,0,0.6235294117647059,1,0.15,15669
#,0,#,#,#,0,#,#,0,#,#,#,#,#,#,#,#,#,0,#,0,0.7040816326530612,1,0.2,18367
#,0,0,#,#,#,#,#,#,#,#,#,#,#,0,#,#,#,0,#,0,0.8383838383838383,1,0.2,18573
#,0,0,#,#,#,#,#,#,#,0,#,#,#,0,#,#,#,1,#,0,0.8726196322365909,1,0.25,19982
#,0,0,#,#,#,#,#,#,#,#,#,#,0,#,#,#,#,0,#,0,0.7184466019417476,1,0.2,18922
#,0,0,#,#,#,#,#,#,#,1,#,#,#,#,#,#,#,0,#,0,0.7992424242424242,1,0.2,14284
#,1,1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,1,0.4444444444444444,1,0.15,19177
1,1,0,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,0,#,0,0.5714285714285714,1,0.25,19197
#,0,#,#,#,#,#,#,#,0,0,#,#,#,#,#,#,#,1,#,0,0.8533333333333334,2,0.2,17146
#,0,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,0,#,0,0.7303370786516854,1,0.15,18877
1,0,#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,0,#,0,0.6065573770491803,1,0.2,17556
#,2,#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,1,#,1,0.9666666666666667,1,0.15,19292
#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,0.5010504201680672,1,0.05,17509
#,1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.6262626262626263,2,0.1,18788
#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.7255985267034991,3,0.1,17065
#,2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,1,0.9567567567567568,1,0.1,14572
#,2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,1,0.9517102615694165,1,0.1,15310
Rule Specificity Sums
N1,M0P0,N2,N8,N10,N9,N7,N14,N11,N0,N13,N12,N5,N3,M1P0,N17,N16,N15,N6,N4
22.0,19.0,7.0,6.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rule Accuracy Weighted Specificity Sums
N1,M0P0,N2,N8,N10,N9,N14,N7,N11,N0,N13,N5,N12,N3,M1P0,N17,N16,N15,N6,N4
15.137605513481489,13.60392909861846,4.759950128062232,3.3978438767195653,2.9559646205815793,2.1550989834135903,1.7110034706204291,1.699145299145299,1.5732240437158471,1.1779859484777517,0.7184466019417476,0.7040816326530612,0.4307692307692308,0.4307692307692308,0.0,0.0,0.0,0.0,0.0,0.0
Avg Accuracy,Avg Init Timestamp,Avg Specificity
0.6949384048647864,17520.30769230769,0.16153846153846152

ClusterID: #F821FA
N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class,Accuracy,Numerosity,Specificity,Init Timestamp
#,#,#,#,#,0,#,2,#,#,#,#,#,#,#,#,#,#,1,#,0,0.8130081300813008,2,0.15,11747
#,#,#,#,#,1,#,0,#,#,#,#,#,#,#,#,#,#,1,#,0,0.6540284360189573,3,0.15,13989
#,#,#,#,#,1,#,#,#,#,#,#,#,#,#,#,#,#,1,#,0,0.6167400881057269,2,0.1,17751
