A0,A1,A2,R3,R4,R5,R6,R7,R8,R9,R10,Class,Instance,Group
0,1,0,0,1,0,1,1,1,1,0,0,496,2
0,0,1,0,0,1,1,1,1,1,0,0,497,1
1,1,1,1,0,0,0,1,1,0,1,1,498,7
1,0,0,0,0,0,1,0,1,0,1,0,499,4
1,1,1,1,1,1,0,1,0,0,0,0,500,7
0,0,0,0,1,0,1,0,1,0,0,0,501,0
0,0,0,0,0,1,0,1,1,0,0,0,502,0
1,0,1,1,0,0,0,1,1,1,0,1,503,5
1,1,1,1,0,1,0,0,0,0,1,1,504,7
0,0,0,0,1,0,1,1,1,1,1,0,505,0
0,0,1,1,1,0,1,0,1,1,0,1,506,1
1,0,0,0,1,1,1,1,1,1,1,1,507,4
0,0,0,1,0,1,1,1,0,1,0,1,508,0
0,1,0,0,1,0,0,1,0,0,1,0,509,2
0,0,1,1,0,1,1,0,1,0,1,0,510,1
0,0,1,0,1,1,1,1,1,1,1,1,511,1
0,1,0,1,0,1,0,1,0,0,1,1,512,2
0,0,1,1,0,1,1,0,0,0,1,0,513,1
0,1,1,0,0,0,0,0,1,1,0,0,514,3
1,0,0,0,1,1,1,1,1,0,1,1,515,4
0,1,0,0,1,1,0,0,0,0,0,1,516,2
1,1,1,1,0,0,0,1,0,1,1,1,517,7
1,1,0,0,1,0,0,1,0,1,0,1,518,6
0,0,1,1,1,0,1,1,0,0,0,1,519,1
1,1,0,0,0,0,0,1,0,1,1,1,520,6
1,1,0,1,1,0,1,0,0,0,1,0,521,6
1,0,1,1,0,0,0,1,0,1,1,0,522,5
1,1,0,1,1,0,0,0,1,0,0,0,523,6
0,1,1,1,1,1,0,1,0,1,1,0,524,3
1,0,0,0,0,1,0,1,0,0,0,1,525,4
0,0,0,0,0,0,0,0,1,1,0,0,526,0
1,0,0,0,0,1,0,1,0,1,1,1,527,4
1,1,0,0,0,0,1,0,0,1,0,1,528,6
1,1,0,1,0,0,1,0,0,1,1,1,529,6
0,0,1,0,1,0,0,1,0,0,0,1,530,1
1,1,1,0,1,1,0,1,0,0,1,1,531,7
0,0,1,0,0,1,1,0,1,0,1,0,532,1
1,0,0,1,1,0,0,1,0,1,0,1,533,4
0,0,0,0,1,0,0,0,0,0,0,0,534,0
0,0,1,1,0,1,0,1,1,1,1,0,535,1
1,1,0,1,1,1,1,1,0,1,0,1,536,6
0,1,0,1,0,0,0,0,0,0,0,0,537,2
1,1,0,1,1,0,0,0,1,0,1,0,538,6
1,1,0,0,1,1,1,1,0,1,1,1,539,6
1,0,0,0,1,0,0,1,1,0,1,1,540,4
0,0,0,0,1,0,1,1,0,1,0,0,541,0
0,0,0,0,0,0,0,1,1,0,0,0,542,0
0,1,1,0,0,1,1,1,1,1,1,1,543,3
1,0,1,1,0,0,0,0,1,0,1,1,544,5
0,0,0,0,0,0,1,1,1,1,0,0,545,0
0,0,0,0,0,0,1,0,1,1,1,0,546,0
0,0,1,0,1,0,0,0,1,0,0,1,547,1
0,0,1,0,1,1,1,1,0,0,0,1,548,1
1,1,1,1,1,0,0,0,0,1,0,0,549,7
0,0,1,1,1,1,0,1,0,1,0,1,550,1
0,0,0,0,1,1,0,0,0,1,0,0,551,0
1,1,0,1,0,1,1,0,0,0,1,0,552,6
1,1,1,0,0,0,1,0,1,0,1,1,553,7
1,1,0,1,0,1,0,0,0,0,1,0,554,6
0,1,0,0,0,0,1,1,1,1,1,0,555,2
0,0,1,1,1,1,0,1,0,0,0,1,556,1
1,1,0,0,1,1,1,0,0,0,1,0,557,6
1,1,0,0,0,1,1,1,0,0,0,0,558,6
1,1,1,1,0,1,1,0,1,0,0,0,559,7
0,0,0,1,0,0,1,0,1,1,0,1,560,0
1,1,1,1,1,1,0,1,1,0,0,0,561,7
1,0,1,1,1,0,0,0,0,1,1,0,562,5
1,1,1,1,0,1,0,0,0,1,0,0,563,7
0,0,0,0,0,1,1,0,1,1,1,0,564,0
0,0,1,0,1,1,0,0,1,1,1,1,565,1
1,0,0,1,1,0,0,1,1,1,0,1,566,4
0,1,0,0,1,1,0,1,0,0,0,1,567,2
1,1,0,1,1,0,1,1,0,0,1,0,568,6
0,1,0,1,0,1,1,1,1,0,1,1,569,2
0,1,1,0,0,1,1,1,0,0,0,1,570,3
1,0,1,0,1,0,0,1,0,1,0,0,571,5
0,0,1,0,0,1,0,0,0,1,0,0,572,1
1,1,1,1,1,0,0,0,1,0,0,0,573,7
1,0,0,0,1,1,0,0,1,0,0,0,574,4
0,1,1,0,1,0,1,0,1,0,1,1,575,3
0,0,0,0,0,0,1,0,0,1,0,0,576,0
1,0,1,0,1,0,0,0,1,0,1,1,577,5
0,0,1,0,1,0,1,0,0,0,1,1,578,1
0,1,1,0,0,0,1,0,1,0,1,1,579,3
1,0,1,1,0,0,0,0,1,1,1,1,580,5
1,0,0,0,0,1,0,0,0,1,0,0,581,4
1,0,0,0,1,1,1,1,0,0,0,1,582,4
1,1,1,1,0,1,1,0,0,1,1,1,583,7
1,0,0,1,0,1,0,0,1,0,0,0,584,4
1,1,0,0,0,0,0,0,1,1,1,1,585,6
1,1,0,0,1,0,0,1,0,0,0,0,586,6
0,1,0,1,1,0,0,0,1,1,0,0,587,2
1,0,0,0,1,0,1,0,0,0,1,0,588,4
0,1,0,1,1,1,0,1,0,0,0,1,589,2
0,0,1,0,1,0,1,1,0,1,0,1,590,1
1,0,0,0,1,1,0,1,1,0,1,1,591,4
1,1,1,0,0,0,1,1,1,1,1,1,592,7
0,0,1,1,1,1,1,1,0,1,1,1,593,1
1,0,0,1,0,1,1,1,1,0,1,1,594,4
0,1,1,1,1,1,0,0,1,0,0,0,595,3
1,0,1,1,0,1,0,1,0,1,0,0,596,5
0,0,1,1,1,0,0,0,1,0,1,1,597,1
1,1,1,0,1,1,0,0,1,1,1,1,598,7
0,1,0,1,1,1,1,1,0,1,0,1,599,2
0,1,0,0,1,0,0,0,1,1,0,0,600,2
0,1,1,0,1,0,1,1,1,0,1,1,601,3
1,0,0,1,0,0,1,1,1,1,0,1,602,4
1,0,0,0,1,1,0,0,0,0,0,0,603,4
0,1,0,0,1,0,0,0,1,1,1,0,604,2
0,0,0,0,0,0,0,1,0,1,0,0,605,0
1,1,0,0,0,0,0,0,0,1,0,1,606,6
1,0,1,0,0,1,0,0,1,0,0,1,607,5
0,1,1,0,0,0,1,0,1,1,0,1,608,3
1,0,1,1,0,0,0,0,0,0,0,0,609,5
1,0,1,1,1,0,1,0,0,0,1,0,610,5
1,1,0,0,0,1,1,1,1,0,0,0,611,6
1,0,1,0,0,0,1,1,0,1,0,0,612,5
0,0,1,0,1,0,1,0,0,1,0,1,613,1
1,0,0,0,0,1,1,0,0,0,0,0,614,4
1,0,1,0,0,1,1,0,1,1,0,1,615,5
1,1,0,0,0,1,0,0,1,0,1,0,616,6
0,0,1,0,0,1,1,1,0,1,1,0,617,1
0,1,0,1,0,0,0,0,1,1,0,0,618,2
0,1,0,0,0,0,0,0,0,0,1,0,619,2
1,0,0,0,1,1,0,1,0,0,0,1,620,4
1,0,1,0,0,0,0,0,1,1,0,1,621,5
0,0,1,1,1,0,0,0,0,1,0,1,622,1
1,0,0,1,0,0,0,0,0,1,1,0,623,4
0,0,0,0,0,1,0,1,0,0,1,0,624,0
1,0,1,0,0,1,0,0,0,0,1,0,625,5
0,0,0,0,1,0,0,1,0,1,1,0,626,0
1,0,1,0,0,0,0,0,0,1,0,0,627,5
1,1,0,0,1,0,0,1,0,1,1,1,628,6
1,0,0,1,0,0,1,1,1,0,1,1,629,4
0,0,1,1,0,1,0,0,1,0,1,0,630,1
1,0,1,0,1,0,0,0,0,1,0,0,631,5
1,1,0,0,1,1,1,0,1,1,1,1,632,6
1,1,0,1,1,0,0,0,1,1,0,1,633,6
0,1,1,1,1,0,0,1,1,1,1,0,634,3
0,1,1,1,0,1,0,1,1,0,1,0,635,3
1,0,1,1,1,1,1,1,0,0,0,0,636,5
0,1,1,1,0,1,0,0,0,0,0,0,637,3
1,1,1,0,1,0,1,1,0,1,0,0,638,7
0,1,0,1,0,0,1,0,1,1,1,0,639,2
1,0,1,0,0,0,1,1,1,0,1,1,640,5
1,1,0,1,0,0,1,1,0,0,1,0,641,6
0,0,1,0,0,1,0,0,1,1,0,0,642,1
1,1,0,0,1,0,1,1,1,1,1,1,643,6
0,0,0,0,1,1,0,1,1,0,1,0,644,0
0,1,1,1,1,1,1,1,0,0,0,1,645,3
0,0,1,1,0,0,0,1,1,0,1,0,646,1
0,1,0,0,0,1,0,1,1,1,0,1,647,2
1,0,1,0,0,1,0,0,1,0,1,1,648,5
1,1,0,1,0,0,0,0,1,0,1,0,649,6
0,0,1,1,1,0,0,1,1,1,0,1,650,1
0,1,0,0,0,1,0,1,0,0,1,1,651,2
1,0,0,1,0,1,0,1,1,0,0,1,652,4
0,1,0,0,1,1,0,1,0,1,0,1,653,2
0,0,1,0,0,1,0,1,1,1,0,0,654,1
1,1,1,1,1,0,0,1,1,1,0,0,655,7
0,0,0,0,0,0,0,1,0,1,1,0,656,0
0,1,1,0,1,0,1,1,1,1,1,1,657,3
1,1,1,1,0,1,0,0,1,0,1,1,658,7
0,0,0,0,1,0,1,0,1,1,1,0,659,0
0,1,1,1,1,1,0,0,1,1,1,0,660,3
1,1,1,0,1,1,1,1,0,0,1,1,661,7
0,0,1,0,0,1,1,0,1,0,0,0,662,1
0,1,0,0,0,0,0,1,0,1,0,0,663,2
0,1,1,0,1,1,0,0,1,0,0,0,664,3
1,0,1,0,1,1,0,0,1,1,0,1,665,5
0,1,0,1,1,1,0,1,1,0,1,1,666,2
1,1,0,0,0,1,0,1,0,0,0,0,667,6
1,1,1,1,0,0,1,0,0,1,0,0,668,7
1,1,1,0,1,1,1,0,1,1,0,0,669,7
1,1,1,0,1,1,1,1,0,1,1,1,670,7
0,0,1,0,1,0,1,0,1,1,0,1,671,1
1,0,1,1,0,0,1,1,1,1,1,1,672,5
1,0,1,1,0,0,0,1,1,0,0,1,673,5
1,1,0,1,1,0,1,1,1,1,0,1,674,6
1,0,1,0,0,0,1,1,0,0,1,0,675,5
1,0,0,1,0,1,1,0,1,0,1,0,676,4
1,0,1,1,1,1,0,1,1,1,0,1,677,5
1,1,1,1,0,1,0,1,1,0,0,0,678,7
1,1,1,1,1,1,1,1,1,0,0,0,679,7
0,1,0,0,1,0,1,1,1,0,1,0,680,2
0,1,0,1,1,0,1,0,0,1,0,0,681,2
1,0,0,1,1,0,0,0,0,0,0,0,682,4
1,1,1,0,1,1,0,0,1,0,1,1,683,7
0,0,0,0,1,0,1,1,1,0,0,0,684,0
1,0,0,0,1,0,1,0,1,0,0,0,685,4
1,0,1,1,0,1,0,0,0,0,0,0,686,5
1,1,1,1,1,0,0,1,0,1,0,0,687,7
0,1,1,1,0,0,1,0,1,1,0,1,688,3
1,1,0,0,1,0,0,0,1,1,0,1,689,6
0,0,0,0,1,1,1,0,0,1,0,0,690,0
1,0,1,0,0,1,0,0,1,1,0,1,691,5
1,0,0,1,0,0,0,1,0,0,1,1,692,4
1,0,0,1,0,1,1,0,0,0,0,0,693,4
0,0,0,1,1,0,0,0,1,1,1,1,694,0
1,0,0,0,1,0,0,1,0,1,0,1,695,4
0,0,0,1,0,0,1,0,0,0,0,1,696,0
1,0,1,1,1,0,0,0,1,0,1,1,697,5
1,1,1,0,0,0,1,1,0,1,0,0,698,7
0,1,1,1,1,0,0,1,0,1,0,0,699,3
0,1,0,1,1,1,1,0,0,1,0,1,700,2
1,0,0,0,1,0,1,1,0,1,1,1,701,4
1,0,0,0,1,0,1,1,0,0,1,1,702,4
0,1,0,0,1,1,0,0,1,1,0,1,703,2
1,1,0,0,0,0,0,1,1,0,0,0,704,6
1,0,1,0,1,1,1,0,1,0,1,1,705,5
0,0,1,0,0,0,0,0,0,0,0,0,706,1
1,1,1,1,0,0,1,0,1,0,0,0,707,7
0,1,1,0,0,1,0,0,0,1,0,0,708,3
1,0,0,1,1,0,1,0,1,0,1,0,709,4
1,0,0,0,1,1,0,0,0,1,0,0,710,4
1,1,0,0,1,0,0,0,1,0,0,0,711,6
0,1,1,1,0,1,0,0,1,0,0,0,712,3
1,1,1,0,1,1,0,1,1,0,0,0,713,7
1,1,0,0,0,1,0,1,1,0,0,0,714,6
0,1,1,1,1,1,0,1,1,1,1,0,715,3
0,0,0,0,0,0,0,0,1,0,0,0,716,0
1,1,1,0,0,1,0,0,0,1,0,0,717,7
1,0,1,0,1,0,0,1,1,0,0,1,718,5
1,1,0,1,1,1,1,0,1,1,0,1,719,6
1,1,0,1,1,1,0,0,1,0,0,0,720,6
0,1,1,1,0,1,0,1,1,0,0,0,721,3
1,0,1,1,0,1,0,1,1,0,0,1,722,5
0,1,1,0,1,1,0,0,0,1,0,0,723,3
0,1,1,1,0,1,0,0,1,0,1,0,724,3
0,1,1,1,1,1,1,1,1,0,1,1,725,3
0,1,1,0,1,0,1,1,0,0,1,1,726,3
0,1,0,0,1,0,0,1,1,1,1,0,727,2
0,0,1,1,0,1,0,0,0,1,1,0,728,1
0,1,1,1,1,1,0,1,1,1,0,0,729,3
0,0,1,0,0,1,1,1,1,1,1,0,730,1
1,0,1,0,1,0,1,1,1,0,1,1,731,5
0,0,0,0,0,0,0,0,0,0,1,0,732,0
1,1,0,1,0,0,1,1,0,1,1,1,733,6
1,0,0,0,0,1,0,1,0,1,0,1,734,4
1,1,0,0,0,0,0,1,1,1,0,1,735,6
1,1,0,1,1,0,0,0,0,0,1,0,736,6
1,0,0,0,1,1,1,1,0,0,1,1,737,4
0,0,0,0,0,0,1,1,1,0,0,0,738,0
0,0,0,1,0,0,0,1,0,0,0,1,739,0
1,1,0,0,1,0,0,1,1,0,0,0,740,6
1,0,0,0,1,0,0,1,0,1,1,1,741,4
0,1,1,0,1,0,0,1,1,1,0,0,742,3
0,0,1,0,0,1,0,0,0,1,1,0,743,1
1,0,1,1,0,0,0,1,0,0,1,0,744,5
0,0,1,1,1,0,1,1,0,0,1,1,745,1
0,0,1,0,1,0,0,0,0,0,0,1,746,1
0,1,1,1,1,1,0,0,0,0,1,0,747,3
1,1,0,0,0,0,0,1,1,0,1,0,748,6
0,1,1,1,1,1,0,0,0,1,1,0,749,3
0,0,1,1,0,1,0,0,0,0,1,0,750,1
1,0,0,1,0,1,1,1,0,1,1,1,751,4
0,0,0,0,0,1,1,1,0,0,1,0,752,0
0,1,0,0,1,0,0,1,1,1,0,0,753,2
1,1,0,0,0,0,0,0,0,0,1,0,754,6
1,0,0,0,0,0,0,0,1,1,1,0,755,4
0,0,1,0,1,0,0,0,1,0,1,1,756,1
1,0,1,0,1,0,1,1,1,1,0,1,757,5
1,1,1,1,1,0,1,0,1,0,1,1,758,7
0,1,0,0,0,1,0,1,1,0,1,1,759,2
1,1,0,1,0,1,0,0,1,1,1,1,760,6
0,0,0,1,0,1,0,0,0,1,1,1,761,0
1,0,0,1,1,1,1,1,1,0,0,1,762,4
1,0,1,1,1,1,0,0,1,1,0,1,763,5
0,1,1,0,0,1,0,1,1,0,1,0,764,3
1,0,1,0,1,1,1,1,1,0,0,1,765,5
1,0,0,0,1,0,0,0,0,1,1,0,766,4
0,1,1,0,0,0,0,1,0,0,0,0,767,3
0,1,1,0,1,1,1,1,1,0,0,1,768,3
0,1,1,0,1,1,0,1,1,0,0,0,769,3
0,1,0,1,1,1,0,0,0,0,0,1,770,2
1,0,1,0,0,1,0,1,1,0,1,1,771,5
0,1,0,0,0,1,0,0,1,0,0,1,772,2
0,1,1,1,0,1,1,0,0,0,0,1,773,3
0,1,1,0,1,1,1,0,1,0,0,1,774,3
0,1,1,1,0,0,1,1,0,1,1,1,775,3
1,1,0,0,0,1,0,0,0,0,0,0,776,6
1,0,1,0,1,0,1,0,0,1,0,0,777,5
0,0,0,1,1,0,0,1,1,1,1,1,778,0
0,0,0,1,1,0,0,1,0,1,1,1,779,0
0,1,0,0,0,1,1,0,0,0,1,1,780,2
0,1,0,0,1,0,1,1,0,1,0,0,781,2
1,1,1,0,0,0,0,0,0,1,0,0,782,7
1,0,0,0,1,1,1,0,1,0,0,0,783,4
1,1,0,0,0,0,1,0,1,0,1,0,784,6
0,1,1,1,1,0,1,0,1,1,0,1,785,3
1,0,0,1,0,1,0,1,1,1,1,1,786,4
1,1,1,0,1,0,1,1,1,0,1,1,787,7
1,1,0,1,1,0,0,0,1,1,1,1,788,6
1,1,0,1,1,0,1,1,1,1,1,1,789,6
1,0,1,0,1,0,1,0,1,1,0,1,790,5
0,1,1,0,1,1,1,1,1,1,0,1,791,3
1,0,1,1,1,0,1,1,1,1,1,1,792,5
0,1,1,1,0,0,1,0,0,1,0,1,793,3
0,0,1,1,0,1,0,1,0,1,0,0,794,1
0,1,1,1,0,0,0,1,0,0,1,0,795,3
1,1,1,0,1,1,1,1,1,1,1,1,796,7
1,1,0,1,0,0,1,0,0,0,1,0,797,6
0,0,0,0,1,1,0,1,0,0,0,0,798,0
1,1,1,1,1,1,0,1,0,1,0,0,799,7
0,1,0,1,0,1,1,0,0,1,1,1,800,2
0,0,0,1,0,0,1,1,0,1,0,1,801,0
0,1,1,0,1,1,0,0,1,0,1,0,802,3
0,0,1,1,0,0,1,1,0,0,1,0,803,1
1,1,0,0,1,1,1,0,1,1,0,1,804,6
0,0,1,1,0,0,1,0,1,0,1,0,805,1
1,0,1,1,0,1,1,1,1,0,1,1,806,5
1,1,1,1,0,1,1,1,1,1,0,0,807,7
0,1,1,1,1,0,1,0,1,0,0,1,808,3
0,0,1,1,0,0,1,0,0,0,0,0,809,1
1,1,1,1,1,0,0,1,1,0,1,1,810,7
0,0,0,0,0,1,0,1,1,1,0,0,811,0
0,1,1,0,0,1,1,1,1,0,1,1,812,3
0,1,0,0,0,1,1,1,0,0,0,1,813,2
1,0,0,0,0,0,0,0,1,1,0,0,814,4
1,1,0,1,0,1,0,1,0,1,1,1,815,6
1,1,0,1,1,0,0,1,1,1,0,1,816,6
0,1,0,0,0,0,0,1,1,1,1,0,817,2
0,1,0,0,0,1,1,0,1,1,1,1,818,2
1,1,0,0,0,1,1,1,0,1,0,1,819,6
0,0,1,1,0,1,0,1,0,0,1,0,820,1
0,0,0,1,1,1,1,0,1,1,1,1,821,0
0,0,0,0,0,0,1,1,1,0,1,0,822,0
0,0,0,0,0,1,0,0,1,0,1,0,823,0
0,1,0,0,1,1,1,0,1,0,0,1,824,2
1,0,1,1,0,1,0,0,1,0,1,1,825,5
0,0,1,0,1,1,0,0,0,0,1,1,826,1
1,0,1,0,1,1,0,1,1,0,0,1,827,5
0,0,0,0,1,1,0,1,0,0,1,0,828,0
1,1,1,1,1,0,1,1,0,0,0,0,829,7
0,0,1,0,0,0,0,0,0,1,1,0,830,1
0,1,1,1,1,0,1,0,0,0,0,1,831,3
0,0,0,0,0,1,0,1,0,1,1,0,832,0
1,1,1,1,0,0,1,0,1,1,0,0,833,7
0,0,1,0,1,1,0,1,1,1,0,1,834,1
1,0,1,0,1,1,0,0,1,1,1,1,835,5
1,0,1,0,0,1,0,1,0,0,0,0,836,5
0,1,1,0,1,0,1,1,1,1,0,1,837,3
0,0,0,1,1,0,1,1,0,1,1,1,838,0
1,0,1,1,0,0,1,0,0,1,1,0,839,5
1,1,0,0,0,1,1,1,1,1,0,1,840,6
1,0,0,0,1,1,0,1,0,1,1,1,841,4
1,1,1,0,1,0,1,0,0,1,0,0,842,7
0,1,1,1,1,0,0,0,0,1,1,0,843,3
0,1,1,1,1,1,1,0,1,0,0,1,844,3
1,1,0,1,0,1,1,1,0,1,0,1,845,6
0,1,0,1,0,0,0,1,1,1,1,0,846,2
0,0,1,1,0,0,0,0,0,0,0,0,847,1
0,1,0,1,1,0,0,1,0,0,1,0,848,2
1,1,0,0,1,1,1,0,0,1,0,1,849,6
1,0,1,1,0,1,1,0,1,1,0,1,850,5
1,0,1,1,0,0,1,0,0,0,1,0,851,5
1,1,1,0,1,0,0,0,1,1,1,1,852,7
1,1,1,1,0,0,0,0,0,1,1,1,853,7
0,0,1,1,1,0,0,0,0,0,1,1,854,1
0,0,1,0,0,0,0,0,0,0,1,0,855,1
0,0,0,1,0,0,1,0,0,1,0,1,856,0
0,0,0,1,1,0,1,0,0,0,0,1,857,0
1,1,0,0,1,1,0,0,1,1,0,1,858,6
1,0,0,1,1,0,0,1,0,0,1,1,859,4
1,1,1,0,0,1,1,0,1,1,1,1,860,7
0,0,1,0,0,0,0,1,0,1,0,0,861,1
1,1,1,1,1,0,0,0,1,0,1,1,862,7
0,1,1,0,1,0,1,0,0,1,0,1,863,3
1,0,0,1,0,0,0,1,1,1,1,1,864,4
1,0,0,0,0,0,1,1,1,1,1,1,865,4
0,0,1,0,1,0,1,0,1,0,0,1,866,1
0,0,0,1,0,1,0,1,1,1,1,1,867,0
0,0,1,1,1,1,0,0,0,0,0,1,868,1
1,1,1,1,0,1,1,0,1,0,1,1,869,7
1,1,1,1,1,0,1,0,1,1,1,1,870,7
1,1,1,1,0,1,1,0,1,1,1,1,871,7
1,1,0,1,0,0,0,0,1,1,0,1,872,6
1,0,0,1,1,0,1,1,0,1,1,1,873,4
0,0,0,0,0,1,0,1,0,0,0,0,874,0
1,1,1,0,0,1,0,1,1,0,1,1,875,7
0,0,1,0,0,1,1,1,0,0,1,0,876,1
1,1,1,0,1,0,0,1,1,1,0,0,877,7
0,0,0,1,1,1,1,1,0,0,0,1,878,0
1,0,0,1,0,1,1,1,1,0,0,1,879,4
1,1,0,0,1,0,0,1,0,0,1,0,880,6
1,1,0,1,1,1,1,1,0,0,1,0,881,6
1,1,0,1,1,0,1,1,0,0,0,0,882,6
1,0,1,0,1,0,0,1,0,0,0,0,883,5
0,1,0,1,1,0,0,0,0,0,1,0,884,2
0,0,1,1,0,0,1,0,0,1,0,0,885,1
1,1,1,0,0,1,1,1,0,0,0,0,886,7
0,0,1,0,1,0,1,0,0,0,0,1,887,1
0,1,1,1,0,0,1,1,0,1,0,1,888,3
0,1,1,1,0,1,0,1,1,1,1,0,889,3
0,1,0,0,0,0,1,1,1,0,0,0,890,2
1,0,0,0,0,1,0,0,0,0,1,0,891,4
0,0,0,1,1,1,1,0,1,1,0,1,892,0
0,1,0,1,0,1,0,1,0,1,1,1,893,2
0,1,0,0,0,1,0,1,1,1,1,1,894,2
1,0,0,0,0,0,1,1,0,1,0,1,895,4
1,0,1,1,1,0,1,1,0,0,0,0,896,5
1,1,0,1,1,0,0,1,0,1,1,1,897,6
1,1,0,0,1,1,1,1,1,1,1,1,898,6
0,0,1,1,0,1,1,1,0,1,1,0,899,1
0,0,1,0,1,0,0,0,0,1,0,1,900,1
1,0,0,0,0,1,1,1,1,0,1,1,901,4
0,0,1,0,1,0,1,0,1,1,1,1,902,1
1,1,1,0,0,1,0,0,1,0,1,1,903,7
1,1,0,0,0,1,1,0,0,0,1,0,904,6
1,0,1,0,0,0,1,0,0,1,0,0,905,5
1,0,0,0,1,1,1,1,1,0,0,1,906,4
0,1,1,1,1,0,1,1,1,1,1,1,907,3
0,1,1,0,1,1,1,0,1,1,0,1,908,3
0,1,1,1,0,0,1,1,1,1,1,1,909,3
1,1,0,0,1,0,1,1,0,0,0,0,910,6
1,1,0,1,1,1,1,0,0,1,0,1,911,6
1,1,1,1,1,1,0,0,1,0,0,0,912,7
1,1,0,0,0,0,0,1,1,1,1,1,913,6
1,0,1,1,1,0,0,1,0,0,0,0,914,5
1,1,0,0,0,1,1,0,1,1,1,1,915,6
0,1,1,0,0,1,0,0,0,0,0,0,916,3
0,0,0,1,1,1,1,0,0,0,0,1,917,0
0,0,0,1,0,1,1,1,1,1,1,1,918,0
1,1,1,1,1,1,1,0,0,0,0,0,919,7
0,0,1,1,1,1,1,0,0,1,1,1,920,1
1,1,0,0,0,1,1,0,0,0,0,0,921,6
1,0,0,1,1,1,0,1,0,1,1,1,922,4
0,1,0,1,0,0,1,1,0,0,0,0,923,2
0,0,0,1,1,0,0,0,1,1,0,1,924,0
0,1,0,1,0,0,1,0,0,0,0,0,925,2
0,1,0,1,0,0,1,0,1,0,1,0,926,2
1,0,1,0,0,1,0,1,0,0,1,0,927,5
1,0,1,0,0,1,0,0,0,0,0,0,928,5
0,1,1,1,0,1,1,0,0,0,1,1,929,3
1,0,0,1,1,1,1,1,0,0,0,1,930,4
1,1,0,0,1,0,0,1,1,1,0,1,931,6
1,0,0,0,0,1,0,0,1,1,1,0,932,4
0,0,1,1,1,1,0,0,1,0,0,1,933,1
1,1,1,1,1,0,0,1,0,0,1,1,934,7
0,1,1,0,1,0,0,0,0,1,0,0,935,3
0,1,0,1,1,0,0,1,0,0,0,0,936,2
0,0,0,0,1,0,1,1,1,0,1,0,937,0
1,0,1,0,1,0,0,1,0,0,1,0,938,5
1,0,0,0,0,0,1,1,0,0,1,1,939,4
0,0,1,1,0,0,0,1,0,1,1,0,940,1
0,1,1,1,0,0,0,1,1,0,0,0,941,3
1,0,1,1,0,1,0,0,1,0,0,1,942,5
0,1,0,1,0,1,0,0,1,1,0,1,943,2
0,1,0,1,1,0,0,0,1,0,0,0,944,2
1,0,1,1,0,1,0,1,1,1,0,1,945,5
1,0,0,0,0,0,0,1,1,1,1,1,946,4
0,1,0,0,0,1,1,1,0,0,1,1,947,2
1,1,0,1,0,1,0,0,0,0,0,0,948,6
1,0,1,0,1,1,0,1,1,1,1,1,949,5
1,1,1,1,0,0,1,1,1,0,1,1,950,7
1,0,1,0,0,1,1,0,1,0,1,1,951,5
0,0,1,0,0,1,0,1,0,1,1,0,952,1
1,1,0,1,0,1,0,0,1,0,1,0,953,6
0,0,0,0,1,1,1,1,1,1,1,0,954,0
1,1,0,1,1,0,0,0,0,0,0,0,955,6
1,0,1,0,1,1,1,1,0,1,1,0,956,5
1,1,1,1,1,0,1,1,0,1,1,1,957,7
0,0,0,0,1,0,1,0,0,0,0,0,958,0
1,1,1,1,1,1,0,1,0,1,1,1,959,7
0,1,1,0,1,1,1,0,0,1,1,1,960,3
0,1,0,1,0,0,0,1,1,0,0,0,961,2
1,0,0,0,0,0,1,0,1,1,1,0,962,4
1,0,0,0,0,1,1,0,1,0,0,0,963,4
0,1,1,0,1,0,1,1,1,0,0,1,964,3
0,1,1,1,0,1,1,1,1,0,0,1,965,3
1,1,0,1,0,0,0,0,0,0,0,0,966,6
0,1,1,0,0,0,1,0,0,1,1,1,967,3
0,0,0,0,0,1,0,0,0,1,1,0,968,0
1,0,1,0,0,0,1,0,1,1,1,1,969,5
1,0,0,1,0,0,0,1,0,0,0,1,970,4
1,0,1,0,0,0,1,0,1,0,0,1,971,5
1,0,1,0,0,0,0,1,1,0,0,1,972,5
0,1,0,1,1,0,0,0,1,1,1,0,973,2
0,1,1,1,1,0,0,1,0,0,0,0,974,3
1,1,0,1,1,0,1,0,1,0,0,0,975,6
0,1,0,0,1,0,0,0,1,0,1,0,976,2
0,1,0,0,0,0,0,0,0,1,1,0,977,2
1,1,0,1,0,0,0,0,0,1,0,1,978,6
0,1,1,0,0,1,0,0,0,0,1,0,979,3
1,0,1,0,1,0,1,1,0,1,0,0,980,5
1,0,0,0,1,0,1,1,1,0,1,1,981,4
0,1,1,0,1,0,1,1,0,0,0,1,982,3
0,1,1,1,0,1,1,0,1,0,1,1,983,3
1,1,0,1,0,1,0,0,1,0,0,0,984,6
0,0,0,1,1,1,1,0,0,1,1,1,985,0
1,0,0,1,1,0,0,1,1,1,1,1,986,4
0,1,0,1,0,1,0,0,0,0,1,1,987,2
0,1,1,0,0,1,1,0,1,0,1,1,988,3
1,0,0,1,1,1,0,0,0,0,0,0,989,4
0,1,0,1,0,0,0,1,0,0,1,0,990,2
0,0,0,0,0,1,1,1,1,0,0,0,991,0
1,0,0,1,1,1,1,0,0,1,0,0,992,4
1,0,1,0,1,0,1,1,1,0,0,1,993,5
